model,expr,regime,vol_target,multiplicity,n_months,mean_ann_pct,sharpe,t,p,by_pass,aux_tested,aux_pass,full_survivor,alpha6_t
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrAdExp + -1*NetDebtFinance,MKT_TRAILING_12M_UP,true,1,9,3.474,0.397,0.344,0.36985,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -0.5*Leverage,NONE,false,1,9,-11.442,-1.282,-1.11,0.85038,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + +1*hire,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +1*roaq,NONE,false,1,9,28.936,1.919,1.662,0.06756,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*ForecastDispersion + +1*RD,VIX_ABOVE_TRAILING_MEDIAN,true,1,9,0.758,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -0.5*NetDebtFinance,NONE,false,1,9,-0.267,-0.048,-0.042,0.51618,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + -1*InvGrowth,TERM_SPREAD_NEGATIVE,true,1,9,5.113,0.392,0.339,0.37159,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EntMult + -0.5*NetEquityFinance,NONE,false,1,9,-15.929,-1.024,-0.887,0.79956,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*DebtIssuance + +1*RD,NONE,true,1,9,-16.28,-1.653,-1.432,0.90497,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +1*IntanBM,MKT_TRAILING_12M_UP,false,1,9,-0.587,-0.05,-0.043,0.51659,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVol3F + +1*OPLeverage,NONE,true,1,9,-3.588,-0.377,-0.326,0.62374,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +1*iomom_cust,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,9.052,1.155,1.0,0.1733,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*NOA + -1*NetDebtFinance,NONE,true,1,9,-18.955,-1.982,-1.716,0.93777,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RDAbility + -0.5*RealizedVol,TERM_SPREAD_NEGATIVE,false,1,9,-7.821,-0.343,-0.297,0.61298,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanEP + -1*ReturnSkew3F,NONE,true,1,9,0.476,0.06,0.052,0.47988,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Illiquidity + +1*OrgCap,MKT_TRAILING_12M_UP,false,1,9,2.659,0.305,0.265,0.39902,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +0.5*RD,VIX_BELOW_TRAILING_MEDIAN,true,1,9,-20.898,-1.443,-1.249,0.8766,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BookLeverage + +0.5*IntanBM,NONE,false,1,9,6.02,0.734,0.636,0.27126,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVol3F + +0.5*OperProf,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +0.5*iomom_cust,MKT_TRAILING_12M_UP,false,1,9,-8.407,-0.86,-0.744,0.76106,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*NetDebtFinance + +0.5*OrgCap,NONE,true,1,9,-7.431,-1.485,-1.286,0.88282,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BM + +0.5*IntanEP,TERM_SPREAD_NEGATIVE,false,1,9,5.827,1.272,1.102,0.15133,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVolAHT + +0.5*NOA,MKT_TRAILING_12M_DOWN,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + -1*Mom12m,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-12.049,-1.155,-1.0,0.8267,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Accruals + +1*EarnSupBig,NONE,true,1,9,4.402,0.567,0.491,0.31843,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BidAskSpread + -1*RealizedVol,TERM_SPREAD_NEGATIVE,false,1,9,22.777,0.481,0.417,0.34386,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IndMom + -1*STreversal,MKT_TRAILING_12M_UP,false,1,9,-2.644,-0.111,-0.096,0.53706,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*CredRatDG + +1*OperProfRD,NONE,true,1,9,-0.503,-0.043,-0.038,0.51452,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*AdExp + -1*BookLeverage,VIX_BELOW_TRAILING_MEDIAN,true,1,9,19.604,1.062,0.92,0.19233,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVol3F + +1*IntanBM,MKT_TRAILING_12M_UP,false,1,9,0.754,0.035,0.03,0.48825,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OperProf + -1*ShortInterest,NONE,true,1,9,-23.106,-2.737,-2.37,0.97738,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + -1*RealizedVol,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*ChForecastAccrual + +1*EarningsConsistency,MKT_TRAILING_12M_DOWN,true,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanEP + +1*OPLeverage,NONE,false,1,9,-8.877,-0.593,-0.513,0.68919,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + +1*RDAbility,TERM_SPREAD_NEGATIVE,true,1,9,-15.623,-1.133,-0.981,0.82243,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*NOA + -1*ShortInterest,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-5.244,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*EarningsSurprise + +0.5*RD,NONE,true,1,9,-11.224,-1.212,-1.05,0.83771,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*ForecastDispersion + +0.5*ShortInterest,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BookLeverage + +1*NetDebtFinance,NONE,true,1,9,17.941,2.783,2.41,0.02125,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*OrgCap + +1*roaq,VIX_BELOW_TRAILING_MEDIAN,false,1,9,39.021,2.908,2.518,0.01795,false,1,1,true,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom12m + +0.5*NumEarnIncrease,NONE,true,1,9,8.54,0.772,0.669,0.26124,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*CF + +0.5*IntanEP,TERM_SPREAD_NEGATIVE,false,1,9,5.661,0.307,0.266,0.39847,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IdioVol3F + +1*Illiquidity,NONE,true,1,9,-1.574,-0.189,-0.163,0.56288,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*RD + +1*roaq,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*NOA + +1*PctAcc,NONE,true,1,9,10.238,1.2,1.039,0.16461,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Leverage + +1*NetDebtFinance,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*PS + +1*RoE,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RDIPO + -0.5*RDS,NONE,true,1,9,-1.639,-0.096,-0.083,0.53225,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrLTNOA + +1*GrSaleToGrInv,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*AssetGrowth + +1*Investment,NONE,true,1,9,18.811,2.2,1.906,0.04658,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BM + +1*IntanBM,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,-1.655,-1.155,-1.0,0.8267,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVol3F + +1*OPLeverage,TERM_SPREAD_POSITIVE,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + -1*SP,NONE,false,1,9,-55.687,-2.2,-1.905,0.95337,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*BookLeverage + +1*EarningsConsistency,VIX_BELOW_TRAILING_MEDIAN,true,1,9,23.613,2.404,2.082,0.03545,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*ShortInterest + +1*iomom_cust,TERM_SPREAD_NEGATIVE,false,1,9,-16.813,-0.86,-0.744,0.76106,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanEP + -1*RealizedVol,NONE,true,1,9,13.076,1.288,1.115,0.14853,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OperProf + -1*ReturnSkew3F,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,0.135,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + -0.5*ShortInterest,TERM_SPREAD_POSITIVE,false,2,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVol3F + +1*OPLeverage,NONE,true,1,9,-6.954,-0.69,-0.598,0.71674,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +1*NOA,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +0.5*RD,NONE,true,2,9,-11.992,-1.297,-1.123,0.85296,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*OperProf + -0.5*ShortInterest,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + -0.5*IdioVol3F,NONE,true,1,9,-0.121,-0.019,-0.016,0.50635,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Accruals + +1*XFIN,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*RD,NONE,true,2,9,-14.507,-1.503,-1.301,0.88531,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*Mom6m + +1*PS,MKT_TRAILING_12M_UP,true,1,9,9.852,0.616,0.534,0.304,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BM + -1*OScore,NONE,true,1,9,-19.225,-2.411,-2.088,0.96489,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*InvGrowth + +1*OperProf,MKT_TRAILING_12M_DOWN,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*BidAskSpread + -1*RealizedVol,NONE,true,1,9,4.009,0.479,0.415,0.34453,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*GrSaleToGrInv + +1*UpRecomm,MKT_TRAILING_12M_UP,true,1,9,9.827,0.626,0.542,0.3013,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + +1*EarningsSurprise,NONE,true,1,9,12.192,1.924,1.666,0.06713,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Leverage + +1*PS,MKT_TRAILING_12M_DOWN,true,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Accruals + +1*RDAbility,NONE,true,1,9,-12.811,-1.298,-1.124,0.85325,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -0.5*Leverage,MKT_TRAILING_12M_UP,false,1,9,-11.442,-1.282,-1.11,0.85038,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + +1*OperProf,NONE,true,1,9,-6.825,-0.575,-0.498,0.68407,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +1*iomom_cust,MKT_TRAILING_12M_DOWN,false,2,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*OPLeverage + +1*RD,MKT_TRAILING_12M_UP,false,1,9,-23.995,-1.537,-1.331,0.89011,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*Illiquidity + +1*IntanEP,NONE,true,1,9,3.633,0.646,0.56,0.29549,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*CBOperProf + -0.5*NetDebtFinance,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + -1*Leverage,NONE,true,1,9,-13.68,-1.649,-1.428,0.90448,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + +1*OperProf,VIX_BELOW_TRAILING_MEDIAN,false,1,9,-25.543,-1.852,-1.604,0.92627,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*RD + -1*ShortInterest,NONE,true,1,9,-18.992,-2.724,-2.359,0.97698,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*DivYieldST + -1*NetDebtFinance,TERM_SPREAD_NEGATIVE,false,1,9,-9.132,-1.108,-0.96,0.81741,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanBM + +1*OPLeverage,NONE,true,1,9,-16.191,-1.307,-1.132,0.85484,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*EarningsConsistency + +1*IdioVolAHT,VIX_BELOW_TRAILING_MEDIAN,false,1,9,11.582,0.783,0.678,0.25834,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*DivYieldST + +1*NetDebtFinance,TERM_SPREAD_NEGATIVE,false,1,9,9.132,1.108,0.96,0.18259,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*IntanBM + +0.5*Investment,NONE,true,1,9,2.398,0.41,0.355,0.36589,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*EarningsConsistency + +0.5*Mom6m,NONE,true,1,9,4.839,0.465,0.402,0.34896,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*IdioVolAHT + -0.5*OperProf,TERM_SPREAD_NEGATIVE,false,1,9,-2.956,-0.117,-0.101,0.53909,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*EarningsSurprise + +0.5*REV6,NONE,true,1,9,-3.025,-0.442,-0.383,0.64408,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Leverage + +1*RD,VIX_BELOW_TRAILING_MEDIAN,false,1,9,-37.131,-1.831,-1.585,0.92422,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*IntanBM + +0.5*Investment + -0.5*STreversal,NONE,true,1,9,-1.693,-0.251,-0.217,0.58335,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*Mom6m + -1*NetDebtFinance + -0.5*OperProf,TERM_SPREAD_NEGATIVE,false,1,9,-13.621,-1.038,-0.899,0.80248,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BookLeverage + +1*IntanBM,MKT_TRAILING_12M_UP,false,1,9,3.302,0.253,0.219,0.41603,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ShortInterest + +1*hire,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*NetDebtFinance + +1*RDAbility,NONE,true,1,9,-29.864,-2.76,-2.39,0.97808,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*Illiquidity + +1*IntanEP,MKT_TRAILING_12M_UP,false,1,9,6.241,0.883,0.765,0.23311,false,1,1,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-1*ReturnSkew3F + +1*cfp,NONE,true,1,9,9.793,1.668,1.444,0.09335,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*FR + +1*hire,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*DelNetFin + +1*GrSaleToGrInv,NONE,true,1,9,-0.582,-0.046,-0.04,0.51537,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+1*IntanEP + -0.5*tang,TERM_SPREAD_POSITIVE,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*NetDebtFinance + +1*RDcap,NONE,true,1,9,-15.157,-2.227,-1.929,0.95507,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*OPLeverage + +1*SP,MKT_TRAILING_12M_DOWN,false,1,9,0.0,0.0,0.0,0.5,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*ForecastDispersion + +1*iomom_cust,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,9.019,1.155,1.0,0.1733,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*BM + +1*OPLeverage,VIX_BELOW_TRAILING_MEDIAN,false,1,9,-16.228,-1.441,-1.248,0.87638,false,1,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,-0.5*IdioVolAHT + +1*OrgCap,NONE,true,1,9,0.927,0.092,0.08,0.46912,false,0,0,false,
meta-llama_Llama-3.3-70B-Instruct-Turbo,+0.5*IntanEP + +1*iomom_cust,VIX_ABOVE_TRAILING_MEDIAN,false,1,9,9.006,1.155,1.0,0.1733,false,1,0,false,
